        -150         150           0
        -150         149           0
        -150         148           0
        -150         147           0
        -150         146           0
        -150         145           0
        -150         144           0
        -150         143           0
        -150         142           0
        -150         141           0
        -150         140           0
        -150         139           0
        -150         138           0
        -150         137           0
        -150         136           0
        -150         135           0
        -150         134           0
        -150         133           0
        -150         132           0
        -150         131           0
        -150         130           0
        -150         129           0
        -150         128           0
        -150         127           0
        -150         126           0
        -150         125           0
        -150         124           0
        -150         123           0
        -150         122           0
        -150         121           0
        -150         120           0
        -150         119           0
        -150         118           0
        -150         117           0
        -150         116           0
        -150         115           0
        -150         114           0
        -150         113           0
        -150         112           0
        -150         111           0
        -150         110           0
        -150         109           0
        -150         108           0
        -150         107           0
        -150         106           0
        -150         105           0
        -150         104           0
        -150         103           0
        -150         102           0
        -150         101           0
        -150         100           0
        -150          99           0
        -150          98           0
        -150          97           0
        -150          96           0
        -150          95           0
        -150          94           0
        -150          93           0
        -150          92           0
        -150          91           0
        -150          90           0
        -150          89           0
        -150          88           0
        -150          87           0
        -150          86           0
        -150          85           0
        -150          84           0
        -150          83           0
        -150          82           0
        -150          81           0
        -150          80           0
        -150          79           0
        -150          78           0
        -150          77           0
        -150          76           0
        -150          75           0
        -150          74           0
        -150          73           0
        -150          72           0
        -150          71           0
        -150          70           0
        -150          69           0
        -150          68           0
        -150          67           0
        -150          66           0
        -150          65           0
        -150          64           0
        -150          63           0
        -150          62           0
        -150          61           0
        -150          60           0
        -150          59           0
        -150          58           0
        -150          57           0
        -150          56           0
        -150          55           0
        -150          54           0
        -150          53           0
        -150          52           0
        -150          51           0
        -150          50           0
        -150          49           0
        -150          48           0
        -150          47           0
        -150          46           0
        -150          45           0
        -150          44           0
        -150          43           0
        -150          42           0
        -150          41           0
        -150          40           0
        -150          39           0
        -150          38           0
        -150          37           0
        -150          36           0
        -150          35           0
        -150          34           0
        -150          33           0
        -150          32           0
        -150          31           0
        -150          30           0
        -150          29           0
        -150          28           0
        -150          27           0
        -150          26           0
        -150          25           0
        -150          24           0
        -150          23           0
        -150          22           0
        -150          21           0
        -150          20           0
        -150          19           0
        -150          18           0
        -150          17           0
        -150          16           0
        -150          15           0
        -150          14           0
        -150          13           0
        -150          12           0
        -150          11           0
        -150          10           0
        -150           9           0
        -150           8           0
        -150           7           0
        -150           6           0
        -150           5           0
        -150           4           0
        -150           3           0
        -150           2           0
        -150           1           0
        -150           0           0
        -150          -1           0
        -150          -2           0
        -150          -3           0
        -150          -4           0
        -150          -5           0
        -150          -6           0
        -150          -7           0
        -150          -8           0
        -150          -9           0
        -150         -10           0
        -150         -11           0
        -150         -12           0
        -150         -13           0
        -150         -14           0
        -150         -15           0
        -150         -16           0
        -150         -17           0
        -150         -18           0
        -150         -19           0
        -150         -20           0
        -150         -21           0
        -150         -22           0
        -150         -23           0
        -150         -24           0
        -150         -25           0
        -150         -26           0
        -150         -27           0
        -150         -28           0
        -150         -29           0
        -150         -30           0
        -150         -31           0
        -150         -32           0
        -150         -33           0
        -150         -34           0
        -150         -35           0
        -150         -36           0
        -150         -37           0
        -150         -38           0
        -150         -39           0
        -150         -40           0
        -150         -41           0
        -150         -42           0
        -150         -43           0
        -150         -44           0
        -150         -45           0
        -150         -46           0
        -150         -47           0
        -150         -48           0
        -150         -49           0
        -150         -50           0
        -150         -51           0
        -150         -52           0
        -150         -53           0
        -150         -54           0
        -150         -55           0
        -150         -56           0
        -150         -57           0
        -150         -58           0
        -150         -59           0
        -150         -60           0
        -150         -61           0
        -150         -62           0
        -150         -63           0
        -150         -64           0
        -150         -65           0
        -150         -66           0
        -150         -67           0
        -150         -68           0
        -150         -69           0
        -150         -70           0
        -150         -71           0
        -150         -72           0
        -150         -73           0
        -150         -74           0
        -150         -75           0
        -150         -76           0
        -150         -77           0
        -150         -78           0
        -150         -79           0
        -150         -80           0
        -150         -81           0
        -150         -82           0
        -150         -83           0
        -150         -84           0
        -150         -85           0
        -150         -86           0
        -150         -87           0
        -150         -88           0
        -150         -89           0
        -150         -90           0
        -150         -91           0
        -150         -92           0
        -150         -93           0
        -150         -94           0
        -150         -95           0
        -150         -96           0
        -150         -97           0
        -150         -98           0
        -150         -99           0
        -150        -100           0
        -150        -101           0
        -150        -102           0
        -150        -103           0
        -150        -104           0
        -150        -105           0
        -150        -106           0
        -150        -107           0
        -150        -108           0
        -150        -109           0
        -150        -110           0
        -150        -111           0
        -150        -112           0
        -150        -113           0
        -150        -114           0
        -150        -115           0
        -150        -116           0
        -150        -117           0
        -150        -118           0
        -150        -119           0
        -150        -120           0
        -150        -121           0
        -150        -122           0
        -150        -123           0
        -150        -124           0
        -150        -125           0
        -150        -126           0
        -150        -127           0
        -150        -128           0
        -150        -129           0
        -150        -130           0
        -150        -131           0
        -150        -132           0
        -150        -133           0
        -150        -134           0
        -150        -135           0
        -150        -136           0
        -150        -137           0
        -150        -138           0
        -150        -139           0
        -150        -140           0
        -150        -141           0
        -150        -142           0
        -150        -143           0
        -150        -144           0
        -150        -145           0
        -150        -146           0
        -150        -147           0
        -150        -148           0
        -150        -149           0
        -150        -150           0

        -149         150           0
        -149         149           0
        -149         148           0
        -149         147           0
        -149         146           0
        -149         145           0
        -149         144           0
        -149         143           0
        -149         142           0
        -149         141           0
        -149         140           0
        -149         139           0
        -149         138           2
        -149         137           2
        -149         136           1
        -149         135           0
        -149         134           0
        -149         133           1
        -149         132           2
        -149         131           1
        -149         130           0
        -149         129           0
        -149         128           0
        -149         127           0
        -149         126           0
        -149         125           0
        -149         124           0
        -149         123           0
        -149         122           0
        -149         121           0
        -149         120           0
        -149         119           1
        -149         118           2
        -149         117           0
        -149         116           0
        -149         115           0
        -149         114           0
        -149         113           0
        -149         112           0
        -149         111           0
        -149         110           0
        -149         109           0
        -149         108           0
        -149         107           0
        -149         106           0
        -149         105           0
        -149         104           0
        -149         103           0
        -149         102           0
        -149         101           0
        -149         100           0
        -149          99           0
        -149          98           0
        -149          97           1
        -149          96           4
        -149          95           4
        -149          94           1
        -149          93           0
        -149          92           0
        -149          91           0
        -149          90           0
        -149          89           0
        -149          88           0
        -149          87           0
        -149          86           0
        -149          85           0
        -149          84           0
        -149          83           0
        -149          82           0
        -149          81           0
        -149          80           0
        -149          79           0
        -149          78           0
        -149          77           0
        -149          76           0
        -149          75           0
        -149          74           0
        -149          73           0
        -149          72           1
        -149          71           1
        -149          70           0
        -149          69           0
        -149          68           0
        -149          67           0
        -149          66           0
        -149          65           0
        -149          64           0
        -149          63           2
        -149          62           4
        -149          61           2
        -149          60           0
        -149          59           0
        -149          58           0
        -149          57           0
        -149          56           0
        -149          55           0
        -149          54           0
        -149          53           0
        -149          52           0
        -149          51           0
        -149          50           0
        -149          49           0
        -149          48           0
        -149          47           0
        -149          46           0
        -149          45           0
        -149          44           0
        -149          43           1
        -149          42           1
        -149          41           1
        -149          40           1
        -149          39           1
        -149          38           0
        -149          37           0
        -149          36           0
        -149          35           0
        -149          34           1
        -149          33           0
        -149          32           0
        -149          31           0
        -149          30           0
        -149          29           0
        -149          28           0
        -149          27           1
        -149          26           1
        -149          25           2
        -149          24           3
        -149          23           4
        -149          22           3
        -149          21           3
        -149          20           3
        -149          19           3
        -149          18           4
        -149          17           5
        -149          16           6
        -149          15           7
        -149          14           6
        -149          13           5
        -149          12           4
        -149          11           2
        -149          10           1
        -149           9           0
        -149           8           0
        -149           7           0
        -149           6           0
        -149           5           0
        -149           4           0
        -149           3           0
        -149           2           0
        -149           1           1
        -149           0           1
        -149          -1           2
        -149          -2           3
        -149          -3           4
        -149          -4           4
        -149          -5           3
        -149          -6           3
        -149          -7           3
        -149          -8           3
        -149          -9           2
        -149         -10           1
        -149         -11           0
        -149         -12           0
        -149         -13           1
        -149         -14           1
        -149         -15           0
        -149         -16           0
        -149         -17           0
        -149         -18           0
        -149         -19           0
        -149         -20           0
        -149         -21           0
        -149         -22           2
        -149         -23           3
        -149         -24           3
        -149         -25           3
        -149         -26           2
        -149         -27           2
        -149         -28           1
        -149         -29           0
        -149         -30           0
        -149         -31           0
        -149         -32           0
        -149         -33           0
        -149         -34           0
        -149         -35           0
        -149         -36           0
        -149         -37           0
        -149         -38           0
        -149         -39           0
        -149         -40           0
        -149         -41           0
        -149         -42           0
        -149         -43           0
        -149         -44           0
        -149         -45           0
        -149         -46           0
        -149         -47           0
        -149         -48           0
        -149         -49           0
        -149         -50           0
        -149         -51           0
        -149         -52           0
        -149         -53           0
        -149         -54           0
        -149         -55           0
        -149         -56           0
        -149         -57           0
        -149         -58           0
        -149         -59           0
        -149         -60           0
        -149         -61           0
        -149         -62           0
        -149         -63           2
        -149         -64           3
        -149         -65           2
        -149         -66           2
        -149         -67           3
        -149         -68           5
        -149         -69           5
        -149         -70           3
        -149         -71           2
        -149         -72           2
        -149         -73           2
        -149         -74           1
        -149         -75           0
        -149         -76           0
        -149         -77           0
        -149         -78           2
        -149         -79           4
        -149         -80           5
        -149         -81           5
        -149         -82           3
        -149         -83           1
        -149         -84           0
        -149         -85           0
        -149         -86           1
        -149         -87           2
        -149         -88           2
        -149         -89           1
        -149         -90           1
        -149         -91           1
        -149         -92           1
        -149         -93           2
        -149         -94           3
        -149         -95           2
        -149         -96           0
        -149         -97           0
        -149         -98           0
        -149         -99           0
        -149        -100           0
        -149        -101           0
        -149        -102           0
        -149        -103           1
        -149        -104           3
        -149        -105           3
        -149        -106           4
        -149        -107           5
        -149        -108           3
        -149        -109           2
        -149        -110           0
        -149        -111           0
        -149        -112           0
        -149        -113           1
        -149        -114           3
        -149        -115           2
        -149        -116           1
        -149        -117           1
        -149        -118           3
        -149        -119           4
        -149        -120           2
        -149        -121           1
        -149        -122           0
        -149        -123           0
        -149        -124           1
        -149        -125           2
        -149        -126           3
        -149        -127           5
        -149        -128           4
        -149        -129           1
        -149        -130           0
        -149        -131           0
        -149        -132           0
        -149        -133           1
        -149        -134           0
        -149        -135           0
        -149        -136           0
        -149        -137           0
        -149        -138           0
        -149        -139           0
        -149        -140           0
        -149        -141           0
        -149        -142           2
        -149        -143           4
        -149        -144           5
        -149        -145           3
        -149        -146           0
        -149        -147           0
        -149        -148           0
        -149        -149           0
        -149        -150           0

